No	TMNo	EnNo	Name			GMNo	Mode	DateTime
1	1	14	                      	1	1	10/01/2019 07:57:29
2	1	8	                      	1	1	10/01/2019 07:57:30
3	1	15	                      	1	1	10/01/2019 07:57:32
4	1	7	                      	1	1	10/01/2019 07:57:36
5	1	15	                      	1	1	10/01/2019 11:10:36
6	1	7	                      	1	1	10/01/2019 11:10:46
7	1	7	                      	1	1	10/01/2019 12:08:04
8	1	15	                      	1	1	10/01/2019 12:08:46
9	1	14	                      	1	1	10/01/2019 12:14:28
10	1	8	                      	1	1	10/01/2019 12:19:14
11	1	14	                      	1	1	10/01/2019 12:56:08
12	1	8	                      	1	1	10/01/2019 13:14:47
13	1	7	                      	1	1	10/01/2019 17:02:44
14	1	8	                      	1	1	10/01/2019 17:02:52
15	1	15	                      	1	1	10/01/2019 17:03:21
16	1	14	                      	1	1	10/01/2019 17:04:00
17	1	7	                      	1	1	10/02/2019 07:57:20
18	1	15	                      	1	1	10/02/2019 07:58:45
19	1	14	                      	1	1	10/02/2019 08:00:36
20	1	8	                      	1	1	10/02/2019 08:53:56
21	1	7	                      	1	1	10/02/2019 11:10:30
22	1	15	                      	1	1	10/02/2019 11:10:49
23	1	7	                      	1	1	10/02/2019 12:08:06
24	1	15	                      	1	1	10/02/2019 12:08:46
25	1	14	                      	1	1	10/02/2019 12:13:54
26	1	8	                      	1	1	10/02/2019 12:19:56
27	1	14	                      	1	1	10/02/2019 13:12:24
28	1	8	                      	1	1	10/02/2019 13:15:19
29	1	15	                      	1	1	10/02/2019 17:00:09
30	1	7	                      	1	1	10/02/2019 17:00:14
31	1	8	                      	1	1	10/02/2019 17:00:17
32	1	14	                      	1	1	10/02/2019 17:00:18
33	1	14	                      	1	1	10/03/2019 07:58:55
34	1	15	                      	1	1	10/03/2019 07:59:03
35	1	7	                      	1	1	10/03/2019 07:59:17
36	1	8	                      	1	1	10/03/2019 07:59:47
37	1	7	                      	1	1	10/03/2019 11:06:23
38	1	15	                      	1	1	10/03/2019 11:07:35
39	1	7	                      	1	1	10/03/2019 12:03:01
40	1	15	                      	1	1	10/03/2019 12:06:19
41	1	14	                      	1	1	10/03/2019 12:08:03
42	1	8	                      	1	1	10/03/2019 12:11:33
43	1	14	                      	1	1	10/03/2019 13:07:33
44	1	8	                      	1	1	10/03/2019 13:07:59
45	1	15	                      	1	1	10/03/2019 17:00:01
46	1	7	                      	1	1	10/03/2019 17:00:05
47	1	14	                      	1	1	10/03/2019 17:00:08
48	1	8	                      	1	1	10/03/2019 17:00:09
49	1	7	                      	1	1	10/04/2019 07:57:41
50	1	15	                      	1	1	10/04/2019 07:57:54
51	1	8	                      	1	1	10/04/2019 07:58:40
52	1	15	                      	1	1	10/04/2019 11:05:58
53	1	7	                      	1	1	10/04/2019 11:06:25
54	1	15	                      	1	1	10/04/2019 12:03:24
55	1	7	                      	1	1	10/04/2019 12:03:30
56	1	7	                      	1	1	10/04/2019 12:05:13
57	1	8	                      	1	1	10/04/2019 12:06:33
58	1	8	                      	1	1	10/04/2019 13:01:02
59	1	15	                      	1	1	10/04/2019 17:00:02
60	1	8	                      	1	1	10/04/2019 17:00:05
61	1	7	                      	1	1	10/04/2019 17:00:15
62	1	15	                      	1	1	10/05/2019 07:59:09
63	1	7	                      	1	1	10/05/2019 07:59:12
64	1	8	                      	1	1	10/05/2019 07:59:21
65	1	7	                      	1	1	10/05/2019 11:03:45
66	1	15	                      	1	1	10/05/2019 11:05:04
67	1	7	                      	1	1	10/05/2019 12:02:17
68	1	15	                      	1	1	10/05/2019 12:14:44
69	1	8	                      	1	1	10/05/2019 12:25:46
70	1	8	                      	1	1	10/05/2019 13:21:50
71	1	15	                      	1	1	10/05/2019 17:00:02
72	1	7	                      	1	1	10/05/2019 17:00:06
73	1	8	                      	1	1	10/05/2019 17:00:11
74	1	7	                      	1	1	10/07/2019 07:58:45
75	1	15	                      	1	1	10/07/2019 07:58:49
76	1	8	                      	1	1	10/07/2019 08:07:29
77	1	15	                      	1	1	10/07/2019 11:11:03
78	1	7	                      	1	1	10/07/2019 11:17:19
79	1	15	                      	1	1	10/07/2019 12:09:17
80	1	7	                      	1	1	10/07/2019 12:14:55
81	1	8	                      	1	1	10/07/2019 12:17:41
82	1	8	                      	1	1	10/07/2019 13:13:26
83	1	15	                      	1	1	10/07/2019 17:02:13
84	1	8	                      	1	1	10/07/2019 17:02:20
85	1	7	                      	1	1	10/07/2019 17:02:29
86	1	8	                      	1	1	10/08/2019 07:58:26
87	1	7	                      	1	1	10/08/2019 07:58:36
88	1	15	                      	1	1	10/08/2019 07:58:38
89	1	7	                      	1	1	10/08/2019 11:05:18
90	1	15	                      	1	1	10/08/2019 11:05:56
91	1	15	                      	1	1	10/08/2019 12:00:46
92	1	7	                      	1	1	10/08/2019 12:02:13
93	1	8	                      	1	1	10/08/2019 12:11:45
94	1	8	                      	1	1	10/08/2019 13:06:14
95	1	15	                      	1	1	10/08/2019 17:00:02
96	1	8	                      	1	1	10/08/2019 17:00:06
97	1	7	                      	1	1	10/08/2019 17:00:08
98	1	8	                      	1	1	10/09/2019 07:56:55
99	1	15	                      	1	1	10/09/2019 07:57:18
100	1	7	                      	1	1	10/09/2019 07:57:32
101	1	7	                      	1	1	10/09/2019 11:05:39
102	1	15	                      	1	1	10/09/2019 11:08:10
103	1	7	                      	1	1	10/09/2019 12:03:06
104	1	15	                      	1	1	10/09/2019 12:05:27
105	1	8	                      	1	1	10/09/2019 12:06:39
106	1	8	                      	1	1	10/09/2019 13:02:45
107	1	15	                      	1	1	10/09/2019 17:00:18
108	1	7	                      	1	1	10/09/2019 17:00:21
109	1	8	                      	1	1	10/09/2019 17:00:39
110	1	7	                      	1	1	10/10/2019 07:59:28
111	1	15	                      	1	1	10/10/2019 07:59:30
112	1	8	                      	1	1	10/10/2019 08:05:20
113	1	7	                      	1	1	10/10/2019 11:05:23
114	1	15	                      	1	1	10/10/2019 11:05:34
115	1	15	                      	1	1	10/10/2019 12:03:30
116	1	7	                      	1	1	10/10/2019 12:03:59
117	1	8	                      	1	1	10/10/2019 12:07:02
118	1	8	                      	1	1	10/10/2019 13:02:39
119	1	15	                      	1	1	10/10/2019 17:00:02
120	1	8	                      	1	1	10/10/2019 17:00:04
121	1	7	                      	1	1	10/10/2019 17:00:07
122	1	7	                      	1	1	10/11/2019 07:59:35
123	1	8	                      	1	1	10/11/2019 07:59:39
124	1	15	                      	1	1	10/11/2019 07:59:41
125	1	7	                      	1	1	10/11/2019 11:08:52
126	1	15	                      	1	1	10/11/2019 11:09:11
127	1	7	                      	1	1	10/11/2019 12:04:11
128	1	8	                      	1	1	10/11/2019 12:10:22
129	1	8	                      	1	1	10/11/2019 13:08:31
130	1	8	                      	1	1	10/11/2019 16:11:49
131	1	7	                      	1	1	10/11/2019 17:07:03
132	1	8	                      	1	1	10/12/2019 07:57:50
133	1	7	                      	1	1	10/12/2019 07:58:52
134	1	7	                      	1	1	10/12/2019 11:04:52
135	1	7	                      	1	1	10/12/2019 12:02:38
136	1	8	                      	1	1	10/12/2019 12:06:29
137	1	8	                      	1	1	10/12/2019 12:59:49
138	1	7	                      	1	1	10/12/2019 17:02:00
139	1	8	                      	1	1	10/12/2019 17:02:08
140	1	7	                      	1	1	10/14/2019 07:57:30
141	1	15	                      	1	1	10/14/2019 07:57:33
142	1	8	                      	1	1	10/14/2019 08:19:07
143	1	7	                      	1	1	10/14/2019 11:06:45
144	1	15	                      	1	1	10/14/2019 11:09:13
145	1	7	                      	1	1	10/14/2019 12:03:54
146	1	15	                      	1	1	10/14/2019 12:05:37
147	1	8	                      	1	1	10/14/2019 12:15:20
148	1	8	                      	1	1	10/14/2019 13:11:51
149	1	15	                      	1	1	10/14/2019 17:00:01
150	1	8	                      	1	1	10/14/2019 17:00:03
151	1	7	                      	1	1	10/14/2019 17:00:06
152	1	8	                      	1	1	10/15/2019 07:57:56
153	1	15	                      	1	1	10/15/2019 07:58:12
154	1	7	                      	1	1	10/15/2019 07:58:17
155	1	7	                      	1	1	10/15/2019 11:06:45
